Training Levels:,
Gen Num , Highest Fitness, Average Fitness, Population Size: 10
0 , 0.000000 , 0.000000 , 0
1 , 26.932955 , 2.869077 , 0
2 , 5.386591 , 0.713627 , 0
3 , 0.000000 , 0.000000 , 0
4 , 0.000000 , 0.000000 , 0
5 , 14.444987 , 1.444499 , 0
6 , 0.000000 , 0.000000 , 0
7 , 0.000000 , 0.000000 , 0
8 , 0.000000 , 0.000000 , 0
9 , 0.000000 , 0.000000 , 0
10 , 0.000000 , 0.000000 , 0
11 , 0.000000 , 0.000000 , 0
12 , 2.685549 , 2.055665 , 0
13 , 0.000000 , 0.000000 , 0
14 , 0.000000 , 0.000000 , 0
15 , 0.000000 , 0.000000 , 0
16 , 0.000000 , 0.000000 , 0
17 , 0.000000 , 0.000000 , 0
18 , 40.276203 , 5.027912 , 0
19 , 0.000000 , 0.000000 , 0
20 , 0.732422 , 0.545248 , 0
21 , 0.000000 , 0.000000 , 0
22 , 0.000000 , 0.000000 , 0
23 , 10.717786 , 7.412940 , 0
24 , 0.000000 , 0.000000 , 0
25 , 0.000000 , 0.000000 , 0
26 , 0.000000 , 0.000000 , 0
27 , 0.000000 , 0.000000 , 0
28 , 0.000000 , 0.000000 , 0
29 , 0.000000 , 0.000000 , 0
30 , 6.201173 , 2.387696 , 0
31 , 0.000000 , 0.000000 , 0
32 , 0.000000 , 0.000000 , 0
33 , 0.000000 , 0.000000 , 0
34 , 0.000000 , 0.000000 , 0
35 , 5.586651 , 2.203619 , 0
36 , 0.000000 , 0.000000 , 0
37 , 0.000000 , 0.000000 , 0
38 , 0.732422 , 0.585938 , 0
39 , 0.000000 , 0.000000 , 0
40 , 0.000000 , 0.000000 , 0
41 , 0.000000 , 0.000000 , 0
42 , 0.000000 , 0.000000 , 0
43 , 0.000000 , 0.000000 , 0
44 , 0.000000 , 0.000000 , 0
45 , 0.000000 , 0.000000 , 0
46 , 0.000000 , 0.000000 , 0
47 , 5.948895 , 4.730632 , 0
48 , 6.201173 , 5.581056 , 0
49 , 0.000000 , 0.000000 , 0
50 , 0.528973 , 0.052897 , 0
51 , 0.000000 , 0.000000 , 0
52 , 0.000000 , 0.000000 , 0
53 , 30.517488 , 8.763189 , 0
54 , 20.070580 , 2.007058 , 0
55 , 0.000000 , 0.000000 , 0
56 , 0.000000 , 0.000000 , 0
57 , 0.000000 , 0.000000 , 0
58 , 0.000000 , 0.000000 , 0
59 , 10.956361 , 6.841471 , 0
60 , 0.000000 , 0.000000 , 0
61 , 0.000000 , 0.000000 , 0
62 , 0.000000 , 0.000000 , 0
63 , 0.000000 , 0.000000 , 0
64 , 0.000000 , 0.000000 , 0
65 , 5.948895 , 5.325522 , 0
66 , 0.000000 , 0.000000 , 0
67 , 0.000000 , 0.000000 , 0
68 , 0.528973 , 0.105795 , 0
69 , 0.000000 , 0.000000 , 0
70 , 0.000000 , 0.000000 , 0
71 , 0.000000 , 0.000000 , 0
72 , 10.993324 , 1.099332 , 0
73 , 0.000000 , 0.000000 , 0
74 , 0.732422 , 0.565593 , 0
75 , 0.000000 , 0.000000 , 0
76 , 0.000000 , 0.000000 , 0
77 , 10.844234 , 2.168847 , 0
78 , 5.948895 , 4.143881 , 0
79 , 0.000000 , 0.000000 , 0
80 , 0.000000 , 0.000000 , 0
81 , 0.000000 , 0.000000 , 0
82 , 0.000000 , 0.000000 , 0
83 , 0.000000 , 0.000000 , 0
84 , 6.201173 , 1.240235 , 0
85 , 0.000000 , 0.000000 , 0
86 , 0.000000 , 0.000000 , 0
87 , 0.000000 , 0.000000 , 0
88 , 0.000000 , 0.000000 , 0
89 , 17.333891 , 1.837592 , 0
90 , 15.211185 , 1.521119 , 0
91 , 0.000000 , 0.000000 , 0
92 , 0.000000 , 0.000000 , 0
93 , 0.000000 , 0.000000 , 0
94 , 0.000000 , 0.000000 , 0
95 , 9.142301 , 4.556501 , 0
96 , 0.000000 , 0.000000 , 0
97 , 0.000000 , 0.000000 , 0
98 , 0.732422 , 0.463868 , 0
99 , 0.000000 , 0.000000 , 0
