#
-0.554838,-0.930114,0.410700,0.156054,-0.818275,0.297143,0.933816,-0.446821,-0.316957,-0.357671
-0.425628,-0.167237,0.200875,-0.838457,0.424159,-0.186179,0.959060,0.025165,-0.620894,-0.008495
-0.377686,0.004125,0.918113,0.501099,0.917400,-1.000000,0.302904,1.000000,0.882420,0.746314
0.836941,-1.000000,0.641427,0.743419,-1.000000,-0.858145,0.344907,-1.000000,0.725417,-0.461467
-0.042940,0.119119,0.486334,0.456423,-0.012323,-0.622403,0.069009,0.212549,0.026983,-0.437374
-0.254157,-0.343104,0.473963,0.663772,0.649848,-0.884574,-0.189085,0.731157,-0.009694,0.504891
1.000000,0.058777,0.434251,0.009218,-0.228523,0.870898,0.283655,0.850914,-1.000000,-0.731405
-0.704434,0.928715,0.785796,0.554912,0.047467,0.036055,1.000000,0.487788,-0.378513,0.804533
0.561628,-0.045220,0.510977,-0.182838,0.974659,-0.563845,0.563968,0.399685,0.566444,0.640102
#
-0.722091,0.148265
-1.000000,-0.725385
0.531591,-0.264348
0.589203,-0.385586
-0.206907,0.808779
0.837283,-1.000000
-0.460136,-0.066183
-0.252238,0.039435
0.336290,0.119516
-0.614058,0.024940
