#
0.185439,0.432217
0.815639,-0.382611
0.004898,-0.162808
0.286136,0.729215
0.232623,0.450860
0.893702,0.207135
-0.397692,0.892927
-0.113925,0.006019
-0.582027,-0.036486
-0.773839,-0.052218
-1.000000,0.154073
-0.234892,-0.204314
-0.989221,-0.658147
0.048179,0.196462
-0.567294,0.420029
0.338363,0.000000
0.139561,0.156497
0.095757,0.194885
0.204305,0.126522
-0.852056,0.059896
-0.022548,1.000000
0.486489,-0.111326
-0.220862,-0.110460
-0.325200,-0.084423
0.000000,0.589121
0.513445,-0.080413
0.097538,-0.048524
-0.066824,0.097738
-0.853461,-0.275095
0.491746,0.000000
-0.302748,0.446097
-0.218066,0.117232
0.418897,0.485699
-0.359505,-0.052941
-0.727668,-0.596683
-0.190270,0.076029
0.032678,0.044131
-0.353706,1.000000
0.933108,0.116644
0.618526,0.980189
0.000000,-0.353534
0.265740,0.610872
-0.064707,-0.389086
0.103873,0.383844
-0.228736,0.132937
0.066790,-0.167441
0.654380,-0.259282
0.311502,0.082558
0.931251,-0.311437
0.000000,1.000000
0.246006,0.329939
-0.151594,-0.452614
-0.122755,0.034425
-0.725129,0.224310
-0.431350,0.282577
-0.289943,1.000000
-0.019001,0.707965
-1.000000,-0.456035
-0.267593,0.036599
0.053296,0.624471
0.079184,-0.181896
0.000000,-0.653392
0.703400,0.300926
-1.000000,-0.476448
0.527587,-0.155886
0.098833,-0.083692
0.010748,0.795207
-0.136794,0.503119
-0.137425,0.058432
0.121872,-0.276611
1.000000,0.058202
-0.268946,0.357726
