#
0.581777,0.232429,0.412192,0.290222,-0.677019,-1.000000,0.266836,-0.321009,0.932031,0.988799
-0.566024,0.671990,0.124017,-1.000000,-0.930314,1.000000,0.889080,-0.837225,0.623735,0.373173
0.548824,0.479237,0.140123,-1.000000,-0.620433,-1.000000,0.629511,1.000000,0.825873,0.496284
0.813926,1.000000,1.000000,-0.320223,-0.935903,0.422319,-1.000000,0.942304,-0.383856,-0.744441
-0.260173,-0.263243,-0.701392,-0.663668,-0.125936,1.000000,0.086111,0.678330,-1.000000,-0.124906
-0.328086,-0.516758,0.013320,0.290635,-0.537727,-0.512496,-0.654523,0.362807,0.394709,-0.878733
1.000000,1.000000,0.239763,0.792895,1.000000,0.832435,-1.000000,-0.384976,0.827255,1.000000
-0.025105,-1.000000,-0.372071,-1.000000,-0.795012,-0.878593,0.036786,0.126358,-0.182676,1.000000
-0.529852,0.009536,-0.576772,-0.578888,-0.501597,0.472486,0.506581,1.000000,0.731854,1.000000
#
-1.000000,-0.673872
-0.831283,0.117556
-0.877565,-0.851594
-0.100164,1.000000
-1.000000,0.987447
-0.604802,0.937475
0.319299,0.045877
0.389752,-0.925594
-1.000000,-0.537050
-0.563917,-0.173969
