#
-0.200870,0.000000,0.000000
0.006333,0.304693,0.000000
0.000000,-0.309717,0.000000
0.000000,-0.212357,-0.052422
0.000000,0.274465,-0.152317
-0.326798,-0.133446,0.084937
-0.510093,-0.139735,1.000000
-0.058015,0.000000,0.372340
0.150482,0.229869,0.000000
-0.098050,-0.259761,0.081345
0.000000,-0.345988,-0.142591
0.101354,-0.265961,0.502796
0.000000,0.000000,0.000000
0.000000,0.000000,-0.041999
-0.052226,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,-0.049347
0.111690,1.000000,0.000000
0.190737,-0.210466,0.191534
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
-0.168407,0.173128,0.000000
0.368213,0.667403,-0.352164
0.000000,0.000000,-0.100598
0.210058,0.000000,0.000000
