#
-0.337576,1.000000
-0.027002,0.000000
-0.163180,0.027323
-0.919081,0.166065
1.000000,0.183067
-0.151947,0.212629
-0.086066,0.403434
-0.321217,-0.088098
-0.295414,0.246706
0.224748,0.334107
0.451328,0.000000
0.063550,0.323444
-0.219832,-0.428526
0.000000,-0.560659
-0.045884,-0.200980
0.283965,0.000000
0.130217,1.000000
-0.147567,0.434366
0.131237,0.116113
0.784785,0.006015
0.000000,-0.041877
-0.704990,-0.021510
-0.374375,0.612229
0.151747,0.030814
0.116447,-0.100341
0.524334,-0.353271
-0.105265,-0.323926
0.791012,0.021545
-0.184597,0.695813
-0.938953,-0.210319
0.950899,0.115329
0.247976,-0.306245
-0.073673,-0.098224
-0.338633,0.079068
-1.000000,0.194343
0.000000,-0.653704
0.830758,0.153694
0.563283,-1.000000
0.262238,-0.127083
0.676964,-0.428516
-0.023061,-0.824738
-0.173706,-0.011496
-0.140215,-0.032898
0.000000,0.310933
0.299886,0.058623
1.000000,0.521228
0.020000,0.008803
-1.000000,-0.608202
-0.434963,-0.057461
0.223125,-0.223325
0.446516,0.339700
-0.164830,0.000000
-0.628892,-0.052144
0.000000,-0.455209
-0.160841,0.100753
1.000000,-0.238374
-0.574739,0.378674
0.370436,-0.329494
-0.728313,-0.676333
-0.522020,0.276917
0.120566,-0.064639
-0.246474,-0.655415
0.000000,0.272088
0.312703,-1.000000
1.000000,-0.004602
0.182417,0.822645
-0.483763,-0.559417
0.075844,0.040304
0.081079,1.000000
0.141863,0.285644
-0.049410,-0.326050
1.000000,0.195948
