#
-1.000000,-0.958792,0.454272,1.000000,1.000000
-0.530103,-0.381557,0.282467,0.860162,1.000000
-0.172395,-0.729272,-0.653594,0.701275,1.000000
0.015122,0.118348,-1.000000,0.444829,0.662123
0.115687,-0.248817,1.000000,0.739833,-0.164648
-0.163060,-0.546678,0.337901,-0.255837,-0.427159
-0.947563,0.314739,0.869184,0.616572,-1.000000
-0.158873,-1.000000,1.000000,-1.000000,-0.782135
0.997419,0.242025,-0.112466,0.615070,-0.316017
-0.607199,-1.000000,0.972354,-0.711176,-0.740939
-0.240140,0.210628,-0.315532,0.854488,0.623483
0.762786,0.296392,1.000000,0.505473,-0.451621
-0.577968,0.000110,-0.853232,0.149081,0.608337
-0.947248,0.006645,1.000000,0.928895,0.474305
0.440929,-0.382667,1.000000,0.007738,0.861462
0.069871,-1.000000,-0.932420,-0.696030,-0.520032
0.634656,0.299126,0.744044,0.217968,-0.193410
0.857344,0.773903,-1.000000,1.000000,-1.000000
-0.200056,-1.000000,-0.154146,1.000000,1.000000
-1.000000,0.415017,0.915989,-0.521641,-0.484700
0.235433,-0.071658,-0.904587,1.000000,0.416442
0.085169,0.964478,-0.011578,0.393306,-0.971241
-0.665540,-0.176614,0.174311,0.511211,0.834531
-1.000000,0.272038,-0.319886,0.796680,-0.500942
-1.000000,0.091624,1.000000,-0.466314,-1.000000
-0.722039,-0.846542,0.257707,0.110838,0.145368
0.273034,-0.895504,0.258912,0.252253,-0.895887
-0.178646,-1.000000,-0.069743,-0.105547,-0.111435
-0.269764,0.342206,-1.000000,0.156971,0.541315
0.045041,-0.510265,-0.327261,0.936646,-0.041089
1.000000,-0.787780,0.553345,-1.000000,-0.822411
-0.035841,0.267571,-0.385834,-0.717499,0.685563
0.592327,-0.347575,-1.000000,0.263592,-0.999844
-0.748348,-0.609976,-1.000000,0.285802,0.661326
-0.847972,0.787215,0.001837,-1.000000,-0.090397
0.308054,-0.294229,0.556010,-0.002791,-0.344573
1.000000,-0.905928,0.293015,0.321523,-0.072820
1.000000,-0.752809,0.296082,-0.813414,-1.000000
-0.444826,0.905770,0.838359,-1.000000,0.031615
0.405436,0.224068,-0.103824,0.603331,-1.000000
1.000000,0.514987,-0.667396,1.000000,-1.000000
0.370656,-0.337679,0.756356,-1.000000,0.712529
-0.087836,-0.453892,-0.411674,0.998369,-0.067835
0.961829,0.225849,1.000000,0.813956,-0.187997
-0.558330,0.216547,-0.669688,-0.221698,-0.256453
-0.052112,0.840062,-0.256683,-1.000000,0.748719
0.139945,-0.681502,-0.699176,-0.364543,0.240115
-0.256080,-1.000000,0.892118,0.192327,0.037256
-0.049433,-0.849254,-0.581174,0.541933,-0.983281
-1.000000,0.036380,0.566500,1.000000,0.656843
0.393828,0.349245,-1.000000,0.077842,-1.000000
0.237333,-0.783010,0.148456,0.031113,1.000000
-0.513885,1.000000,-0.134657,-0.394739,0.325085
-1.000000,0.722631,0.182497,0.765744,-0.326730
0.962731,-0.178477,-0.231642,-1.000000,0.228752
1.000000,-0.406773,0.113411,0.909724,1.000000
1.000000,0.875311,0.183075,0.376825,-0.233629
0.683476,1.000000,-0.362704,-1.000000,-0.367404
0.138707,0.437856,-0.174173,-0.401142,-0.763647
-0.610099,-0.270121,-1.000000,1.000000,0.040019
-0.601201,-0.253119,0.415169,-0.747475,-0.920334
0.303602,0.349875,0.074900,-0.697737,0.176934
-0.220868,1.000000,-0.475735,-0.102343,-0.393987
1.000000,0.054619,0.358573,-0.856516,0.285034
0.100203,-0.207663,-0.688699,0.553361,0.158935
0.178989,-1.000000,1.000000,0.797529,0.216835
1.000000,-0.944521,-0.927535,1.000000,-0.638078
0.421619,-0.404060,0.276248,-0.042302,0.846111
-0.545954,-0.748959,-0.424239,-0.841887,-0.616662
0.420031,0.004041,-1.000000,-1.000000,0.836050
-0.759362,-1.000000,-0.726606,0.300404,0.547225
-0.592889,0.512926,-0.307860,0.194113,0.992462
#
0.105653,0.331642
-0.646177,-0.425666
-0.110425,0.317214
0.796149,0.886761
1.000000,1.000000
