#
-0.302594,0.630811,0.610997,-0.506061,0.619803
0.359986,0.095280,-0.928528,-0.637341,-0.531646
-0.492448,0.946774,-0.115464,1.000000,0.754463
-0.075877,-0.285595,0.502828,1.000000,-1.000000
-0.373161,0.236750,-0.473113,0.443090,0.803501
1.000000,-0.116720,0.501193,1.000000,0.675177
-0.386780,-0.971448,-0.312292,1.000000,0.918966
-0.798598,-0.578617,0.648939,-1.000000,-0.738880
-0.633184,0.146049,0.706992,-0.033682,0.455757
-0.587784,0.594464,0.926064,1.000000,-1.000000
-0.376261,0.264890,-0.993942,1.000000,-0.528905
0.922158,-0.266375,0.615875,-0.888068,0.745537
-0.395551,0.254081,1.000000,-0.559348,-1.000000
0.580618,0.060848,-1.000000,1.000000,-0.513913
1.000000,0.656807,0.820155,-0.657012,-0.514343
1.000000,0.259451,-1.000000,-0.111001,-0.352400
0.809263,-0.759015,0.597368,-0.455746,0.212386
0.495071,-0.729763,-0.305475,0.049396,0.832342
1.000000,-0.905746,-0.551587,1.000000,0.587929
-0.462189,-0.549214,-0.865358,-1.000000,-0.857512
0.614654,-0.908849,0.428671,0.308229,0.485674
0.714504,0.332777,-0.478641,0.088512,-1.000000
0.797474,-1.000000,-0.147377,1.000000,0.361712
1.000000,0.269989,-0.317179,1.000000,0.666090
-1.000000,-0.941373,1.000000,0.351294,-1.000000
-0.088740,1.000000,0.395853,0.126888,-0.242890
-0.222467,0.118335,1.000000,-0.793121,-0.764499
-1.000000,0.827088,1.000000,-0.015445,0.637260
0.312304,1.000000,-0.069475,-0.410457,-0.411794
1.000000,-0.237933,0.393907,-1.000000,0.266116
-1.000000,-0.072978,0.394970,0.175374,-0.896324
-1.000000,0.857536,-0.847742,-1.000000,-0.148456
0.659862,-1.000000,0.413757,-0.558832,-0.409696
0.025601,0.545737,0.776195,-1.000000,0.567286
0.107359,-0.255492,-1.000000,0.411804,-0.355273
0.426421,0.345405,0.362297,0.272909,-1.000000
-1.000000,0.595648,-1.000000,0.356957,0.295422
0.790379,0.094380,1.000000,-0.292321,0.363559
0.037807,0.905882,-0.317683,-0.671140,-1.000000
-0.236789,0.339422,0.724151,-0.698975,-1.000000
0.180330,-0.685219,0.347621,-0.963460,-1.000000
1.000000,-0.201525,-0.006559,0.653544,0.241242
-0.373232,-0.429915,-0.581208,-1.000000,1.000000
-0.225235,-1.000000,-0.657874,-0.414394,0.586767
-1.000000,-0.012418,-1.000000,0.656410,-0.449927
-0.487096,0.570272,0.293556,-0.205708,0.616265
-0.163565,0.986487,0.353185,-0.746904,-0.651928
-0.618904,-0.547062,-0.478551,-0.238724,-0.616614
0.061807,-0.707760,-0.320530,-1.000000,-0.368373
-0.985971,-0.078121,-0.823392,-0.369611,1.000000
0.855718,-0.611854,0.101159,-0.999954,0.072389
0.289817,-0.678861,-0.995437,-0.032523,0.360179
0.198090,0.477429,-0.994538,0.981176,0.678815
0.044914,0.115263,-0.539582,-0.177541,-0.795208
1.000000,0.168766,-0.061855,-0.879455,0.609871
-0.622502,-0.070469,-0.347707,-0.797527,-1.000000
1.000000,-0.182111,-0.557933,1.000000,0.988037
-0.521281,0.655504,-0.646302,1.000000,-0.162345
-1.000000,0.088605,0.439490,1.000000,0.341578
-1.000000,0.540619,0.175071,-0.548923,-0.154371
0.435107,0.764984,-0.537965,0.048980,0.820851
-0.193019,0.276572,0.197506,-0.209635,-0.380197
0.034849,-0.058977,0.134682,-0.372280,0.980008
1.000000,-0.512626,-0.601815,-0.848786,0.895969
1.000000,-0.878787,-1.000000,-0.184999,-0.495516
-0.966302,1.000000,-0.425719,-1.000000,1.000000
0.380341,-0.597650,-1.000000,-0.866717,1.000000
0.923677,-0.099834,0.732075,0.480138,0.249501
0.519972,0.856636,0.957014,0.131918,-0.669920
0.272606,0.546687,1.000000,-0.590609,0.383005
-0.659434,-0.760038,-0.813414,1.000000,1.000000
-0.351980,0.620307,0.815392,0.560461,-0.238983
#
-0.778980,-0.190219,-0.213208,-0.321107,-0.248735
-0.999111,0.813239,1.000000,-1.000000,-0.973279
-0.051317,-0.062825,0.927551,0.851213,-0.068727
1.000000,0.722074,0.977152,0.467917,1.000000
-1.000000,0.561060,0.509964,0.596946,-0.896652
#
0.837388,-0.061498,0.457106,-0.859172,-0.338572
0.070405,-0.663942,-0.712313,1.000000,1.000000
1.000000,-0.451826,-0.678134,0.986318,-0.470167
-0.516468,-0.937609,0.061283,-0.413517,0.077019
-0.021157,0.535167,1.000000,0.659303,-0.983244
#
-0.969448,-0.578471
0.289292,0.897332
1.000000,1.000000
-0.572536,-1.000000
0.968950,-0.313385
