#
0.000000,0.000000,0.000000
-0.693478,0.243869,0.538039
-0.905128,-0.402224,0.226432
0.065490,0.000000,-0.530538
0.106622,0.000000,-0.224463
-0.390005,0.000000,0.000000
-0.090580,0.000000,0.000000
0.000000,0.000000,0.000000
0.049353,0.448119,-0.150426
0.000000,-0.894505,0.228926
0.767602,0.619793,0.026444
-0.009288,0.086634,-0.235165
-0.342250,0.648895,-0.263689
0.000000,0.000000,0.154910
-0.074318,0.174410,-0.118178
0.310367,0.000000,0.063329
0.311555,1.000000,0.122160
-0.489577,-0.036983,0.716815
0.074210,0.043024,-0.488912
1.000000,0.000000,0.001935
0.000000,-0.439994,-0.373877
-0.536930,0.000000,0.082699
0.000000,-0.016372,0.114452
0.000000,-0.292678,0.000000
0.000000,0.000000,1.000000
0.000000,-0.223195,-0.091340
-0.392060,0.000000,0.000000
0.488421,0.752340,0.872500
0.340492,0.000000,0.000000
-0.182925,0.000000,-0.302992
0.952174,0.543747,-0.065473
0.644419,0.546710,0.070342
0.000000,-0.233050,0.247783
-0.284008,0.145803,0.087386
-0.540643,0.000000,0.250793
