100.000000,100.000000,33.754627,47.721352,54.752605,100.000000,61.586674,66.515709,63.226425
100.000000,100.000000,100.000000,40.690102,100.000000,52.224384,52.224384,67.672356,78.442154
100.000000,100.000000,100.000000,46.875000,54.947926,32.253380,32.337639,26.455275,61.607033
100.000000,100.000000,30.833336,41.536453,52.408855,26.432320,26.432323,63.546352,50.948662
100.000000,100.000000,37.321461,41.015526,50.325386,20.549917,20.549917,20.549917,61.886120
12.754491,15.080976,7.376003,20.107967,20.161612,7.115863,7.115863,7.115863,0.000000
100.000000,100.000000,34.298386,0.000000,55.579967,14.199974,14.199974,14.199974,64.091820
100.000000,56.005878,36.132751,41.015526,50.325386,20.549917,20.549917,20.549917,0.000000
0.000000,0.000000,15.792368,0.000000,0.000000,0.000000,0.000000,0.000000,73.995430
100.000000,56.243179,35.804043,41.015526,50.325386,20.549917,20.549917,20.549917,0.000000
100.000000,56.103527,32.154301,41.015526,50.325386,20.549917,20.549917,20.549917,0.000000
100.000000,56.243179,34.448643,41.015526,50.325386,20.549917,20.549917,20.549917,65.820976
