24.961023,2.254972,100.000000,3.997572,11.361980,22.118845,0.000000,2.254972
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,0.000000,2.254972
23.077415,2.254972,100.000000,5.788356,10.671165,22.150803,0.000000,2.254972
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,1.958195,2.237216
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,0.000000,2.254972
24.946438,2.254972,100.000000,6.747162,11.310369,22.150803,0.813204,2.237216
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,0.000000,2.254972
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,0.000000,2.254972
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,2.148438,2.254972
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,1.958195,2.237216
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,0.000000,2.254972
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,0.000000,2.254972
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,1.958195,2.237216
23.028826,2.254972,100.000000,4.616481,9.179688,22.150803,0.000000,2.254972
24.355825,2.254972,100.000000,6.747162,11.310369,22.150803,1.958195,2.237216
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,0.000000,2.254972
24.946438,2.254972,100.000000,6.747162,11.310369,22.150803,1.958195,2.237216
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,0.000000,2.254972
24.355825,2.254972,100.000000,5.788356,10.671165,22.150803,0.000000,2.237216
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,0.000000,2.254972
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,0.000000,2.254972
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,2.148438,2.254972
44.735615,11.310369,100.000000,6.729405,33.735798,22.150803,2.148438,25.183796
24.979702,11.310369,100.000000,100.000000,65.015350,8.535795,2.148438,24.721308
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,0.000000,2.254972
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,0.000000,2.254972
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,0.000000,2.254972
24.995031,2.254972,100.000000,6.814173,11.307505,22.150803,0.000000,2.254972
24.995031,2.254972,100.000000,6.747162,11.310369,22.150803,1.958195,2.237216
24.307234,0.000000,100.000000,5.575287,9.818892,22.118845,0.000000,0.000000
24.307234,0.000000,100.000000,6.747162,11.310369,22.150803,0.000000,0.000000
24.995031,2.254972,93.120476,6.747162,11.310369,22.150803,0.000000,2.254972
24.995031,2.254972,93.120476,47.662819,11.310369,22.150803,0.000000,2.237216
24.995031,2.254972,93.120476,47.662819,11.310369,22.150803,7.581676,2.254972
24.998344,11.310369,88.632324,6.747162,11.310369,43.128975,2.148438,24.677267
43.599060,2.254972,88.609215,47.662819,11.310369,22.150803,0.000000,2.237216
24.294153,0.000000,87.806511,5.788356,10.671165,22.176548,2.148438,0.000000
24.664400,2.254972,74.973907,3.997572,10.454936,22.118845,0.000000,2.254972
24.995031,2.254972,74.996605,11.316284,11.292613,22.150803,2.148438,2.254972
24.966877,2.254972,72.863647,6.747162,11.310369,29.536024,3.766270,2.254972
24.664400,2.254972,67.600906,11.316284,10.922634,22.118845,2.148438,2.254972
24.946379,11.310369,56.720119,24.427914,34.018234,11.278410,2.148438,25.002054
24.993950,11.310369,56.312340,6.747162,33.735798,22.399101,2.148438,25.148281
24.993950,11.358460,56.312340,6.747162,33.735798,43.089256,2.148438,24.677267
45.999969,2.254972,56.038857,3.997572,11.361980,11.297011,0.000000,2.254972
24.946438,11.310369,100.000000,74.846359,65.149780,22.150803,2.148438,24.487967
43.271206,11.310369,55.445351,24.427914,34.079216,11.319530,2.148438,25.204769
24.997677,2.254972,55.492203,11.345879,11.292613,11.328128,2.148438,2.254972
24.358473,2.254972,55.390442,11.345879,11.292613,9.197447,2.148438,2.254972
43.736450,2.254972,55.469017,24.918346,11.310369,11.306822,0.000000,2.254972
