Training Levels:,
Gen Num , Highest Fitness, Average Fitness, Population Size: 100
0 , 0.000000 , 0.000000 , 0
1 , 71.316689 , 8.461937 , 0
2 , 82.308273 , 19.449423 , 0
3 , 77.206985 , 22.985796 , 0
4 , 67.922493 , 24.161074 , 0
5 , 63.833881 , 24.439831 , 0
6 , 49.035740 , 18.704239 , 0
7 , 54.274479 , 19.277441 , 0
8 , 46.959549 , 18.458599 , 0
9 , 39.385792 , 14.038988 , 0
10 , 35.149578 , 11.173475 , 0
11 , 31.189661 , 11.228996 , 0
12 , 31.344980 , 10.405499 , 0
13 , 34.495182 , 9.934982 , 0
14 , 18.326620 , 6.596824 , 0
15 , 14.631614 , 6.162505 , 0
16 , 11.181582 , 4.726602 , 0
17 , 7.425209 , 3.919281 , 0
18 , 12.268150 , 3.694000 , 0
19 , 7.712146 , 2.967119 , 0
20 , 6.404118 , 2.753187 , 0
21 , 5.213724 , 2.430823 , 0
22 , 4.621956 , 2.214410 , 0
23 , 4.551220 , 2.086019 , 0
24 , 4.984279 , 1.879280 , 0
25 , 5.250462 , 2.278611 , 0
26 , 5.020627 , 2.009225 , 0
27 , 2.395555 , 1.187992 , 0
28 , 1.302014 , 0.634841 , 0
29 , 1.424732 , 0.772565 , 0
30 , 1.266873 , 0.653407 , 0
31 , 0.864582 , 0.377748 , 0
32 , 0.537044 , 0.253824 , 0
33 , 0.536565 , 0.255675 , 0
34 , 0.437750 , 0.215604 , 0
35 , 0.689339 , 0.360799 , 0
36 , 0.387442 , 0.187148 , 0
37 , 0.388804 , 0.204813 , 0
38 , 0.277672 , 0.139864 , 0
39 , 0.347111 , 0.193816 , 0
40 , 0.575686 , 0.175585 , 0
41 , 0.488633 , 0.142844 , 0
42 , 0.427861 , 0.144338 , 0
43 , 0.353555 , 0.119477 , 0
