Training Levels:,
Gen Num , Highest Fitness, Average Fitness, Population Size: 100
0 , 0.000000 , 0.000000 , 0
1 , 87.189667 , 16.411322 , 0
2 , 90.553024 , 53.033272 , 0
3 , 75.403458 , 38.407124 , 0
4 , 57.284653 , 28.202452 , 0
5 , 46.944778 , 24.112930 , 0
6 , 45.618225 , 14.819013 , 0
7 , 52.376694 , 24.435896 , 0
8 , 54.266972 , 20.601696 , 0
9 , 53.681171 , 22.246876 , 0
10 , 55.771339 , 19.487232 , 0
11 , 41.055832 , 15.880934 , 0
12 , 41.671223 , 13.212549 , 0
13 , 40.897701 , 12.774784 , 0
14 , 34.241489 , 13.384978 , 0
15 , 24.495729 , 10.566444 , 0
16 , 10.852983 , 3.886927 , 0
17 , 7.669988 , 3.074367 , 0
18 , 9.209297 , 2.142789 , 0
19 , 12.843357 , 2.128752 , 0
20 , 15.254116 , 2.628152 , 0
21 , 8.260914 , 1.833063 , 0
22 , 8.449500 , 1.249845 , 0
23 , 9.602016 , 1.778578 , 0
24 , 6.646724 , 1.689702 , 0
25 , 8.759121 , 2.258157 , 0
26 , 3.109205 , 1.257036 , 0
27 , 3.837116 , 0.918441 , 0
28 , 5.969422 , 0.841797 , 0
29 , 5.602259 , 1.068666 , 0
30 , 5.768806 , 1.209664 , 0
