Gen Num , Highest Fitness, Average Fitness, Population Size: 300
0 , 0.000000 , 0.000000 , 0
1 , 593.750000 , 5.937500 , 3
2 , 595.703125 , 411.575531 , 208
3 , 595.703125 , 477.857971 , 236
4 , 595.703125 , 505.842590 , 254
