Gen Num , Highest Fitness, Average Fitness, Population Size: 100
0 , 0.000000 , 0.000000 , 0
1 , 49.789940 , 4.694897 , 0
2 , 84.018829 , 34.985172 , 0
3 , 599.852051 , 91.112579 , 6
4 , 599.911682 , 289.366577 , 44
5 , 57.396442 , 22.875679 , 0
6 , 63.939381 , 34.375893 , 0
7 , 63.939381 , 31.611135 , 0
8 , 63.939381 , 32.251129 , 0
9 , 63.939381 , 31.233959 , 0
10 , 63.944881 , 32.537056 , 0
11 , 63.944881 , 35.936974 , 0
12 , 63.944881 , 29.594040 , 0
13 , 63.950562 , 36.634689 , 0
14 , 63.950562 , 34.823086 , 0
15 , 64.550240 , 33.217754 , 0
16 , 71.780899 , 34.897549 , 0
17 , 93.749992 , 26.149982 , 0
18 , 599.995911 , 54.101059 , 4
19 , 599.996582 , 181.304398 , 28
20 , 69.076881 , 25.847918 , 0
21 , 76.828293 , 20.772079 , 0
22 , 76.828293 , 23.495211 , 0
23 , 76.829216 , 21.361893 , 0
24 , 76.829216 , 22.365793 , 0
25 , 76.829216 , 26.005735 , 0
26 , 599.906616 , 30.932495 , 1
27 , 599.906616 , 125.199356 , 19
28 , 599.962708 , 103.835785 , 16
29 , 80.759026 , 17.090137 , 0
30 , 81.590965 , 19.175728 , 0
31 , 81.590965 , 20.475172 , 0
32 , 82.953590 , 19.370306 , 0
33 , 82.969963 , 17.981047 , 0
34 , 82.969963 , 24.775749 , 0
35 , 82.969963 , 21.273315 , 0
36 , 82.969963 , 21.116287 , 0
37 , 82.969963 , 20.089310 , 0
38 , 82.969963 , 23.788305 , 0
39 , 82.969963 , 21.265930 , 0
40 , 82.979530 , 23.778896 , 0
41 , 82.979530 , 21.120485 , 0
42 , 82.984657 , 21.889450 , 0
43 , 82.984657 , 20.866705 , 0
44 , 82.984657 , 18.407490 , 0
45 , 82.984657 , 19.141895 , 0
46 , 82.984657 , 16.540503 , 0
47 , 82.984657 , 24.322056 , 0
48 , 82.984657 , 22.567539 , 0
49 , 82.984657 , 24.982012 , 0
50 , 82.984657 , 19.957914 , 0
51 , 82.984657 , 17.704626 , 0
52 , 82.984657 , 18.410599 , 0
53 , 82.984657 , 18.272034 , 0
54 , 82.984657 , 17.640665 , 0
55 , 82.984657 , 22.483526 , 0
56 , 82.984657 , 14.624001 , 0
57 , 82.984657 , 20.795975 , 0
58 , 82.984657 , 17.537785 , 0
59 , 82.984657 , 22.656771 , 0
60 , 82.984657 , 24.756699 , 0
61 , 82.984657 , 20.040442 , 0
62 , 82.984657 , 23.127487 , 0
63 , 82.984657 , 23.546900 , 0
64 , 82.984657 , 20.125446 , 0
65 , 82.984657 , 19.500746 , 0
66 , 82.984779 , 25.855967 , 0
67 , 82.984779 , 19.028416 , 0
68 , 82.984779 , 20.947193 , 0
69 , 82.984779 , 23.585325 , 0
70 , 82.984779 , 21.898457 , 0
71 , 82.986954 , 27.157907 , 0
72 , 82.986954 , 16.203920 , 0
73 , 82.986954 , 16.232872 , 0
74 , 82.986954 , 21.364595 , 0
75 , 82.986954 , 17.615780 , 0
76 , 82.986954 , 15.552468 , 0
77 , 82.962677 , 11.925554 , 0
78 , 82.984779 , 15.501276 , 0
79 , 82.984779 , 18.693014 , 0
80 , 82.984779 , 21.478256 , 0
81 , 82.986954 , 18.669514 , 0
82 , 82.986954 , 16.895502 , 0
83 , 82.986954 , 14.705026 , 0
84 , 83.330704 , 11.242135 , 0
85 , 83.330704 , 11.309038 , 0
86 , 83.330704 , 12.176914 , 0
87 , 83.330704 , 15.332222 , 0
88 , 83.330704 , 13.195427 , 0
89 , 83.330704 , 17.140095 , 0
90 , 91.657310 , 16.124784 , 0
91 , 91.870842 , 10.897819 , 0
92 , 63.692707 , 12.158672 , 0
93 , 83.314606 , 18.302557 , 0
94 , 83.314606 , 14.674373 , 0
95 , 83.316353 , 14.570188 , 0
96 , 83.314606 , 18.381651 , 0
