Gen Num , Highest Fitness, Average Fitness, Population Size: 200
0 , 0.000000 , 0.000000 , 0
1 , 599.869080 , 46.101696 , 14
2 , 599.999939 , 447.505585 , 148
3 , 599.999939 , 492.262238 , 164
4 , 599.856750 , 29.367739 , 5
5 , 64.101746 , 10.308558 , 0
6 , 599.984070 , 70.182663 , 18
7 , 599.957581 , 114.010124 , 33
8 , 599.983948 , 184.994690 , 55
9 , 599.957581 , 179.235214 , 52
10 , 599.885986 , 45.920425 , 8
11 , 599.944214 , 84.107765 , 23
12 , 599.996643 , 119.958069 , 35
13 , 599.944214 , 193.091751 , 59
14 , 599.953308 , 146.929092 , 44
15 , 599.994629 , 248.594086 , 78
16 , 599.944336 , 153.181442 , 43
17 , 599.944275 , 155.596527 , 46
18 , 599.944153 , 101.513611 , 27
19 , 599.812622 , 78.259026 , 17
20 , 599.888428 , 151.886276 , 42
21 , 599.994568 , 149.564850 , 43
22 , 599.872314 , 78.832077 , 19
23 , 599.998962 , 116.974815 , 31
