Gen Num , Highest Fitness, Average Fitness, Population Size: 100
0 , 0.000000 , 0.000000 , 0
1 , 599.881409 , 20.681536 , 1
2 , 599.984192 , 231.091736 , 36
3 , 76.345673 , 39.397648 , 0
4 , 86.885826 , 48.386318 , 0
5 , 86.885826 , 48.561710 , 0
6 , 599.833374 , 54.855335 , 1
7 , 599.938049 , 189.822327 , 27
8 , 599.999512 , 74.714905 , 5
9 , 599.999512 , 208.511856 , 31
10 , 78.626671 , 29.432398 , 0
11 , 78.664391 , 33.699066 , 0
12 , 78.668831 , 32.645889 , 0
13 , 88.063530 , 32.503788 , 0
14 , 88.063530 , 33.339622 , 0
15 , 88.091568 , 32.081009 , 0
16 , 94.622238 , 35.129475 , 0
17 , 599.914917 , 47.475475 , 1
18 , 599.987244 , 76.407295 , 9
19 , 599.998230 , 137.864029 , 20
