Gen Num , Highest Fitness, Average Fitness, Population Size: 200
0 , 0.000000 , 0.000000 , 0
1 , 0.000000 , 0.000000 , 0
2 , 0.000000 , 0.000000 , 0
3 , 0.000000 , 0.000000 , 0
4 , 0.000000 , 0.000000 , 0
5 , 0.000000 , 0.000000 , 0
6 , 0.000000 , 0.000000 , 0
7 , 0.000000 , 0.000000 , 0
8 , 0.000000 , 0.000000 , 0
9 , 0.000000 , 0.000000 , 0
10 , 0.000000 , 0.000000 , 0
11 , 0.000000 , 0.000000 , 0
12 , 12.563799 , 0.062819 , 0
13 , 17.681829 , 8.029201 , 0
14 , 17.681829 , 11.940219 , 0
15 , 17.681829 , 11.378816 , 0
16 , 17.681829 , 11.106697 , 0
17 , 17.681829 , 11.660053 , 0
18 , 17.681829 , 11.379495 , 0
19 , 17.681829 , 12.475982 , 0
20 , 35.491009 , 15.043777 , 0
21 , 92.672783 , 28.658377 , 0
22 , 599.670898 , 62.975445 , 6
23 , 599.581604 , 215.695892 , 60
24 , 599.581604 , 208.838013 , 58
25 , 599.670898 , 265.214264 , 82
26 , 599.815552 , 364.358154 , 118
27 , 34.259975 , 20.406092 , 0
28 , 36.429276 , 27.780832 , 0
29 , 38.067341 , 29.371410 , 0
30 , 38.360310 , 28.019228 , 0
31 , 38.067341 , 29.635714 , 0
32 , 38.067341 , 20.239521 , 0
33 , 38.067341 , 26.530693 , 0
34 , 38.067341 , 21.406275 , 0
35 , 37.006176 , 26.450909 , 0
36 , 38.067341 , 17.196516 , 0
37 , 38.067341 , 25.311558 , 0
38 , 38.067341 , 21.352087 , 0
39 , 37.529873 , 25.977575 , 0
40 , 38.067341 , 18.274805 , 0
41 , 37.006176 , 24.385925 , 0
42 , 38.067341 , 14.037018 , 0
43 , 38.067341 , 27.985037 , 0
44 , 38.067341 , 15.816298 , 0
45 , 37.006176 , 26.311413 , 0
46 , 38.067341 , 11.897108 , 0
47 , 38.067341 , 24.612707 , 0
48 , 38.067341 , 15.197231 , 0
49 , 37.006176 , 24.731682 , 0
50 , 38.067341 , 15.948779 , 0
51 , 38.166367 , 28.779602 , 0
52 , 38.599632 , 25.667959 , 0
53 , 39.518417 , 17.312605 , 0
54 , 39.518417 , 30.212273 , 0
55 , 39.123333 , 24.967155 , 0
56 , 39.518417 , 17.318762 , 0
57 , 39.466854 , 30.207081 , 0
58 , 39.466854 , 29.700684 , 0
59 , 35.333649 , 23.905762 , 0
60 , 39.016281 , 11.319176 , 0
61 , 39.466854 , 27.042204 , 0
62 , 39.518417 , 29.613008 , 0
63 , 39.518417 , 30.355793 , 0
64 , 38.599632 , 24.844770 , 0
65 , 39.466854 , 15.260517 , 0
66 , 38.599632 , 28.801796 , 0
67 , 39.466854 , 18.437082 , 0
68 , 39.518417 , 23.650433 , 0
69 , 39.466854 , 15.634348 , 0
70 , 39.466854 , 26.025524 , 0
71 , 38.599632 , 20.613441 , 0
72 , 39.466854 , 18.638020 , 0
73 , 39.518417 , 27.446678 , 0
74 , 39.518417 , 15.003567 , 0
75 , 38.599632 , 24.399796 , 0
76 , 39.466854 , 14.195709 , 0
77 , 38.599632 , 27.726446 , 0
78 , 39.466854 , 16.223879 , 0
