Gen Num , Highest Fitness, Average Fitness, Population Size: 300
0 , 0.000000 , 0.000000 , 0
1 , 0.000000 , 0.000000 , 0
2 , 0.000000 , 0.000000 , 0
3 , 0.000000 , 0.000000 , 0
4 , 0.000000 , 0.000000 , 0
5 , 593.750000 , 1.979167 , 1
6 , 600.000000 , 138.697235 , 62
7 , 600.000000 , 271.148804 , 129
8 , 600.000000 , 304.681702 , 144
9 , 600.000000 , 273.077118 , 125
10 , 600.000000 , 338.355408 , 161
11 , 600.000000 , 383.023010 , 185
12 , 600.000000 , 326.820862 , 155
13 , 600.000000 , 340.295013 , 162
14 , 600.000000 , 318.060944 , 150
15 , 600.000000 , 328.383179 , 157
16 , 600.000000 , 314.832947 , 148
17 , 600.000000 , 239.376663 , 108
18 , 600.000000 , 219.742523 , 97
19 , 600.000000 , 280.286285 , 134
20 , 600.000000 , 219.496307 , 100
