Gen Num , Highest Fitness, Average Fitness, Population Size: 100
0 , 0.000000 , 0.000000 , 0
1 , 0.000000 , 0.000000 , 0
2 , 0.000000 , 0.000000 , 0
3 , 0.000000 , 0.000000 , 0
4 , 0.000000 , 0.000000 , 0
5 , 0.000000 , 0.000000 , 0
6 , 0.000000 , 0.000000 , 0
7 , 0.000000 , 0.000000 , 0
8 , 0.000000 , 0.000000 , 0
9 , 0.000000 , 0.000000 , 0
10 , 0.000000 , 0.000000 , 0
11 , 0.000000 , 0.000000 , 0
12 , 0.000000 , 0.000000 , 0
13 , 0.000000 , 0.000000 , 0
14 , 0.000000 , 0.000000 , 0
15 , 0.000000 , 0.000000 , 0
16 , 0.000000 , 0.000000 , 0
17 , 0.000000 , 0.000000 , 0
18 , 0.000000 , 0.000000 , 0
19 , 0.000000 , 0.000000 , 0
20 , 0.000000 , 0.000000 , 0
21 , 0.000000 , 0.000000 , 0
22 , 0.000000 , 0.000000 , 0
23 , 0.000000 , 0.000000 , 0
24 , 0.000000 , 0.000000 , 0
25 , 1.871204 , 0.093560 , 0
26 , 1.951342 , 0.697955 , 0
27 , 2.659576 , 0.922903 , 0
28 , 3.189613 , 2.058452 , 0
29 , 3.189613 , 2.556334 , 0
30 , 3.189613 , 2.438504 , 0
31 , 3.189613 , 2.446048 , 0
32 , 3.189613 , 2.601367 , 0
33 , 3.189613 , 2.375563 , 0
34 , 3.189613 , 1.829817 , 0
35 , 3.189613 , 1.616800 , 0
36 , 3.189613 , 2.032838 , 0
37 , 3.189613 , 2.091102 , 0
38 , 3.189613 , 2.946258 , 0
39 , 3.189613 , 2.327491 , 0
40 , 3.189613 , 2.270566 , 0
41 , 3.189613 , 2.320759 , 0
42 , 4.976282 , 2.479394 , 0
43 , 9.571030 , 3.393672 , 0
44 , 15.492746 , 2.734191 , 0
45 , 15.922806 , 3.526788 , 0
46 , 15.949339 , 3.470969 , 0
47 , 46.811779 , 6.446934 , 0
48 , 70.737160 , 32.964954 , 0
49 , 71.334007 , 36.195080 , 0
50 , 71.335617 , 29.233770 , 0
51 , 71.238953 , 25.197416 , 0
52 , 71.351463 , 20.249989 , 0
53 , 71.238953 , 25.231331 , 0
54 , 71.239532 , 21.321470 , 0
55 , 72.612587 , 19.239809 , 0
56 , 599.992310 , 30.437624 , 2
