Gen Num , Highest Fitness, Average Fitness, Population Size: 100
0 , 0.000000 , 0.000000 , 0
1 , 599.330383 , 37.244209 , 4
2 , 599.993042 , 213.705841 , 31
3 , 599.993042 , 146.837936 , 19
4 , 599.896423 , 185.369080 , 25
5 , 599.993286 , 189.220169 , 26
6 , 599.993286 , 242.211411 , 36
7 , 70.147247 , 18.315706 , 0
8 , 70.147247 , 20.923199 , 0
9 , 88.843124 , 22.293623 , 0
10 , 599.727844 , 30.357885 , 1
11 , 599.890991 , 97.949890 , 13
12 , 599.728271 , 38.310444 , 1
13 , 599.846191 , 30.835135 , 2
