Gen Num , Highest Fitness, Average Fitness, Population Size: 300
0 , 0.000000 , 0.000000 , 0
1 , 593.750000 , 6.534288 , 3
2 , 595.486145 , 180.717911 , 80
3 , 598.958374 , 358.001160 , 173
4 , 598.958374 , 454.231049 , 227
5 , 600.000000 , 424.522278 , 209
6 , 600.000000 , 356.187592 , 171
7 , 600.000000 , 366.678040 , 179
8 , 599.283813 , 389.668060 , 195
9 , 599.934875 , 298.495117 , 146
10 , 599.934875 , 399.009796 , 200
11 , 599.934875 , 482.731964 , 242
