Gen Num , Highest Fitness, Average Fitness, Population Size: 40
0 , 0.000000 , 0.000000 , 0
1 , 43.080254 , 7.957792 , 0
2 , 599.888306 , 54.705273 , 2
3 , 599.888306 , 112.942345 , 7
4 , 55.691921 , 17.927004 , 0
5 , 55.691921 , 23.297178 , 0
6 , 60.940254 , 26.332493 , 0
7 , 62.226582 , 23.972349 , 0
8 , 68.029129 , 31.394552 , 0
9 , 68.029129 , 18.021191 , 0
10 , 71.592514 , 28.334799 , 0
11 , 71.592514 , 25.670303 , 0
12 , 71.592514 , 15.395508 , 0
13 , 73.573555 , 13.670866 , 0
14 , 73.629341 , 35.677319 , 0
15 , 73.657242 , 41.832832 , 0
16 , 73.657242 , 35.724346 , 0
17 , 78.264343 , 34.254654 , 0
18 , 95.807175 , 40.542870 , 0
19 , 599.768188 , 57.003807 , 1
20 , 599.952515 , 127.386841 , 7
21 , 65.173271 , 25.967417 , 0
22 , 65.173271 , 34.541203 , 0
23 , 65.173271 , 29.730442 , 0
24 , 65.173271 , 32.196983 , 0
25 , 65.173271 , 26.338720 , 0
26 , 72.115379 , 42.742874 , 0
27 , 79.674049 , 31.227957 , 0
28 , 599.947510 , 54.945854 , 2
29 , 599.947510 , 41.551933 , 2
30 , 599.947510 , 99.700996 , 6
31 , 95.882156 , 14.001692 , 0
32 , 94.556824 , 17.081129 , 0
33 , 599.900024 , 59.444477 , 3
34 , 96.596481 , 15.053316 , 0
35 , 599.900024 , 46.705242 , 2
36 , 599.810974 , 30.527096 , 1
37 , 599.948608 , 40.915432 , 2
38 , 599.984314 , 103.879333 , 6
