Gen Num , Highest Fitness, Average Fitness, Population Size: 100
0 , 0.000000 , 0.000000 , 0
1 , 0.000000 , 0.000000 , 0
2 , 0.000000 , 0.000000 , 0
3 , 0.000000 , 0.000000 , 0
4 , 0.000000 , 0.000000 , 0
5 , 0.000000 , 0.000000 , 0
6 , 0.000000 , 0.000000 , 0
7 , 0.000000 , 0.000000 , 0
8 , 0.000000 , 0.000000 , 0
9 , 100.000000 , 1.000000 , 1
10 , 100.000000 , 37.000000 , 37
11 , 100.000000 , 48.000000 , 48
12 , 100.000000 , 25.000000 , 25
13 , 100.000000 , 28.000000 , 28
14 , 100.000000 , 32.000000 , 32
15 , 100.000000 , 84.000000 , 84
16 , 100.000000 , 90.000000 , 90
