Gen Num , Highest Fitness, Average Fitness, Population Size: 100
0 , 0.000000 , 0.000000 , 0
1 , 1000.000000 , 80.000000 , 8
2 , 1000.000000 , 20.000000 , 2
3 , 1000.000000 , 630.000000 , 63
4 , 0.000000 , 0.000000 , 0
5 , 1000.000000 , 140.000000 , 14
6 , 1000.000000 , 620.000000 , 62
7 , 0.000000 , 0.000000 , 0
8 , 1000.000000 , 10.000000 , 1
9 , 1000.000000 , 580.000000 , 58
10 , 1000.000000 , 10.000000 , 1
11 , 1000.000000 , 580.000000 , 58
12 , 1000.000000 , 710.000000 , 71
13 , 1000.000000 , 340.000000 , 34
14 , 1000.000000 , 20.000000 , 2
15 , 0.000000 , 0.000000 , 0
16 , 0.000000 , 0.000000 , 0
17 , 0.000000 , 0.000000 , 0
18 , 1000.000000 , 20.000000 , 2
19 , 0.000000 , 0.000000 , 0
20 , 1000.000000 , 20.000000 , 2
21 , 0.000000 , 0.000000 , 0
22 , 1000.000000 , 890.000000 , 89
