Gen Num , Highest Fitness, Average Fitness, Population Size: 100
0 , 0.000000 , 0.000000 , 0
1 , 0.000000 , 0.000000 , 0
2 , 0.000000 , 0.000000 , 0
3 , 0.000000 , 0.000000 , 0
4 , 100.000000 , 2.000000 , 2
5 , 100.000000 , 30.000000 , 30
6 , 100.000000 , 20.000000 , 20
7 , 100.000000 , 40.000000 , 40
8 , 100.000000 , 35.000000 , 35
9 , 100.000000 , 40.000000 , 40
10 , 100.000000 , 45.000000 , 45
11 , 100.000000 , 40.000000 , 40
12 , 100.000000 , 20.000000 , 20
13 , 100.000000 , 20.000000 , 20
14 , 100.000000 , 35.000000 , 35
15 , 100.000000 , 93.000000 , 93
