Training Levels:,
Gen Num , Highest Fitness, Average Fitness, Population Size: 25
0 , 75.000000 , 75.000000 , 0
1 , 88.000000 , 79.416664 , 0
2 , 51.000000 , 32.875000 , 0
3 , 36.000000 , 23.333334 , 0
4 , 36.000000 , 30.291666 , 0
5 , 33.000000 , 30.583334 , 0
6 , 29.000000 , 22.208334 , 0
7 , 30.000000 , 20.250000 , 0
8 , 34.000000 , 26.083334 , 0
9 , 35.000000 , 22.250000 , 0
10 , 22.000000 , 19.583334 , 0
11 , 47.000004 , 22.208334 , 0
12 , 64.000000 , 22.625000 , 0
13 , 58.000000 , 28.291666 , 0
14 , 53.000000 , 27.541666 , 0
15 , 56.000000 , 24.333334 , 0
16 , 58.000000 , 38.250000 , 0
17 , 66.000000 , 57.375000 , 0
18 , 47.000004 , 44.458332 , 0
19 , 76.000000 , 38.208332 , 0
20 , 77.000000 , 34.500000 , 0
21 , 82.000000 , 34.416668 , 0
